1|1|1947|1946-11-01 00:00:00-05:00|1947-04-16 00:00:00-05:00
2|1|1948|1947-11-12 00:00:00-05:00|1948-03-23 00:00:00-05:00
3|1|1949|1948-11-01 00:00:00-05:00|1949-03-22 00:00:00-05:00
4|1|1950|1949-10-29 00:00:00-05:00|1950-03-20 00:00:00-05:00
5|1|1951|1950-10-31 00:00:00-05:00|1951-03-20 00:00:00-05:00
6|1|1952|1951-11-01 00:00:00-05:00|1952-03-18 00:00:00-05:00
7|1|1953|1952-10-31 00:00:00-05:00|1953-03-17 00:00:00-05:00
8|1|1954|1953-10-30 00:00:00-05:00|1954-03-16 00:00:00-05:00
9|1|1955|1954-10-30 00:00:00-05:00|1955-03-15 00:00:00-05:00
10|1|1956|1955-11-05 00:00:00-05:00|1956-03-15 00:00:00-05:00
11|1|1957|1956-10-27 00:00:00-04:00|1957-03-14 00:00:00-05:00
12|1|1958|1957-10-22 00:00:00-04:00|1958-03-15 00:00:00-05:00
13|1|1959|1958-10-17 00:00:00-04:00|1959-03-13 00:00:00-05:00
14|1|1960|1959-10-17 00:00:00-04:00|1960-03-11 00:00:00-05:00
15|1|1961|1960-10-19 00:00:00-04:00|1961-03-14 00:00:00-05:00
16|1|1962|1961-10-19 00:00:00-04:00|1962-03-16 00:00:00-05:00
17|1|1963|1962-10-16 00:00:00-04:00|1963-03-19 00:00:00-05:00
18|1|1964|1963-10-16 00:00:00-04:00|1964-03-21 00:00:00-05:00
19|1|1965|1964-10-16 00:00:00-04:00|1965-03-24 00:00:00-05:00
20|1|1966|1965-10-15 00:00:00-04:00|1966-03-23 00:00:00-05:00
21|1|1967|1966-10-15 00:00:00-04:00|1967-03-21 00:00:00-05:00
22|1|1968|1967-10-13 00:00:00-04:00|1968-03-22 00:00:00-05:00
23|1|1969|1968-10-15 00:00:00-04:00|1969-03-26 00:00:00-05:00
24|1|1970|1969-10-14 00:00:00-04:00|1970-03-25 00:00:00-05:00
25|1|1971|1970-10-13 00:00:00-04:00|1971-03-24 00:00:00-05:00
26|1|1972|1971-10-12 00:00:00-04:00|1972-03-28 00:00:00-05:00
27|1|1973|1972-10-10 00:00:00-04:00|1973-03-30 00:00:00-05:00
28|1|1974|1973-10-09 00:00:00-04:00|1974-03-29 00:00:00-04:00
29|1|1975|1974-10-17 00:00:00-04:00|1975-04-08 00:00:00-04:00
30|1|1976|1975-10-23 00:00:00-04:00|1976-04-13 00:00:00-05:00
31|1|1977|1976-10-21 00:00:00-04:00|1977-04-12 00:00:00-05:00
32|1|1978|1977-10-18 00:00:00-04:00|1978-04-11 00:00:00-05:00
33|1|1979|1978-10-13 00:00:00-04:00|1979-04-10 00:00:00-05:00
34|1|1980|1979-10-12 00:00:00-04:00|1980-04-02 00:00:00-05:00
35|1|1981|1980-10-10 00:00:00-04:00|1981-03-31 00:00:00-05:00
36|1|1982|1981-10-30 00:00:00-05:00|1982-04-20 00:00:00-05:00
37|1|1983|1982-10-29 00:00:00-04:00|1983-04-19 00:00:00-05:00
38|1|1984|1983-10-28 00:00:00-04:00|1984-04-17 00:00:00-05:00
39|1|1985|1984-10-26 00:00:00-04:00|1985-04-17 00:00:00-05:00
40|1|1986|1985-10-25 00:00:00-04:00|1986-04-17 00:00:00-05:00
41|1|1987|1986-10-31 00:00:00-05:00|1987-04-23 00:00:00-04:00
42|1|1988|1987-11-06 00:00:00-05:00|1988-04-28 00:00:00-04:00
43|1|1989|1988-11-04 00:00:00-05:00|1989-04-27 00:00:00-04:00
44|1|1990|1989-11-03 00:00:00-05:00|1990-04-26 00:00:00-04:00
45|1|1991|1990-11-02 00:00:00-05:00|1991-04-25 00:00:00-04:00
46|1|1992|1991-11-01 00:00:00-05:00|1992-04-23 00:00:00-04:00
47|1|1993|1992-11-06 00:00:00-05:00|1993-04-29 00:00:00-04:00
48|1|1994|1993-11-05 00:00:00-05:00|1994-04-28 00:00:00-04:00
49|1|1995|1994-11-04 00:00:00-05:00|1995-04-27 00:00:00-04:00
50|1|1996|1995-11-03 00:00:00-05:00|1996-04-25 00:00:00-04:00
51|1|1997|1996-11-01 00:00:00-05:00|1997-04-24 00:00:00-04:00
52|1|1998|1997-10-31 00:00:00-05:00|1998-04-23 00:00:00-04:00
53|1|1999|1999-02-05 00:00:00-05:00|1999-05-08 00:00:00-04:00
54|1|2000|1999-11-02 00:00:00-05:00|2000-04-22 00:00:00-04:00
55|1|2001|2000-10-31 00:00:00-05:00|2001-04-21 00:00:00-04:00
56|1|2002|2001-10-30 00:00:00-05:00|2002-04-20 00:00:00-04:00
57|1|2003|2002-10-29 00:00:00-05:00|2003-04-19 00:00:00-04:00
58|1|2004|2003-10-28 00:00:00-05:00|2004-04-17 00:00:00-04:00
59|1|2005|2004-11-02 00:00:00-05:00|2005-04-23 00:00:00-04:00
60|1|2006|2005-11-01 00:00:00-05:00|2006-04-22 00:00:00-04:00
61|1|2007|2006-10-31 00:00:00-05:00|2007-04-21 00:00:00-04:00
62|1|2008|2007-10-30 00:00:00-04:00|2008-04-19 00:00:00-04:00
63|1|2009|2008-10-28 00:00:00-04:00|2009-04-18 00:00:00-04:00
64|1|2010|2009-10-27 00:00:00-04:00|2010-04-17 00:00:00-04:00
65|1|2011|2010-10-26 00:00:00-04:00|2011-04-16 00:00:00-04:00
66|1|2012|2011-12-25 00:00:00-05:00|2012-04-28 00:00:00-04:00
67|1|2013|2012-10-30 00:00:00-04:00|2013-04-20 00:00:00-04:00
68|1|2014|2013-10-29 00:00:00-04:00|2014-04-19 00:00:00-04:00
69|1|2015|2014-10-28 00:00:00-04:00|2015-04-18 00:00:00-04:00
70|1|2016|2015-10-27 00:00:00-04:00|2016-04-16 00:00:00-04:00
71|1|2017|2016-10-25 00:00:00-04:00|2017-04-15 00:00:00-04:00
72|1|2018|2017-10-17 00:00:00-04:00|2018-04-14 00:00:00-04:00
73|1|2019|2018-10-16 00:00:00-04:00|2019-04-13 00:00:00-04:00
73|2|1968|1967-10-13 00:00:00-04:00|1968-03-23 00:00:00-05:00
74|2|1969|1968-10-18 00:00:00-04:00|1969-04-05 00:00:00-05:00
75|2|1970|1969-10-17 00:00:00-04:00|1970-04-17 00:00:00-05:00
76|2|1971|1970-10-14 00:00:00-04:00|1971-04-01 00:00:00-05:00
77|2|1972|1971-10-13 00:00:00-04:00|1972-03-31 00:00:00-05:00
78|2|1973|1972-10-12 00:00:00-04:00|1973-03-30 00:00:00-05:00
79|2|1974|1973-10-10 00:00:00-04:00|1974-03-29 00:00:00-04:00
80|2|1975|1974-10-18 00:00:00-04:00|1975-04-04 00:00:00-04:00
81|2|1976|1975-10-24 00:00:00-04:00|1976-04-08 00:00:00-05:00
